Test Suite,Test,Test#,Type,Pattern,Lower,Upper,Unit,Min,Max,Mean,Sdev,Cpk,Cpl,Cpu,Device#,Fail#,Alarm#,Time,TS Time
"DIODE_GND","DIODE_GND",3016,"Parametric","",-1000,-300,"mV",-443.618,-443.618,-443.618,0,***,***,***,1,0,0,0.07169,***
"DIODE_GND","DIODE_GND",3116,"Parametric","",-1000,-300,"mV",-442.083,-442.083,-442.083,0,***,***,***,1,0,0,0.07169,***
"DIODE_GND","DIODE_GND",3216,"Parametric","",-1000,-300,"mV",-442.541,-442.541,-442.541,0,***,***,***,1,0,0,0.07169,***
"DIODE_GND","DIODE_GND",3316,"Parametric","",-1000,-300,"mV",-441.523,-441.523,-441.523,0,***,***,***,1,0,0,0.07169,***
"DIODE_GND","DIODE_GND",3416,"Parametric","",-1000,-300,"mV",-441.398,-441.398,-441.398,0,***,***,***,1,0,0,0.07169,***
"DIODE_GND","DIODE_GND",3516,"Parametric","",-1000,-300,"mV",-441.409,-441.409,-441.409,0,***,***,***,1,0,0,0.07169,***
"DIODE_GND","DIODE_GND",3616,"Parametric","",-1000,-300,"mV",-442.623,-442.623,-442.623,0,***,***,***,1,0,0,0.07169,***
"DIODE_GND","DIODE_GND",3716,"Parametric","",-1000,-300,"mV",-442.941,-442.941,-442.941,0,***,***,***,1,0,0,0.07169,***
"DIODE_GND","DIODE_GND",3816,"Parametric","",-1000,-300,"mV",-444.305,-444.305,-444.305,0,***,***,***,1,0,0,0.07169,***
"DIODE_GND","DIODE_GND",3916,"Parametric","",-1000,-300,"mV",-442.258,-442.258,-442.258,0,***,***,***,1,0,0,0.07169,***
"DIODE_GND","DIODE_GND",4016,"Parametric","",-1000,-300,"mV",-439.296,-439.296,-439.296,0,***,***,***,1,0,0,0.07169,***
"DIODE_GND","DIODE_GND",4116,"Parametric","",-1000,-300,"mV",-441.801,-441.801,-441.801,0,***,***,***,1,0,0,0.07169,***
"DIODE_GND","DIODE_GND",4216,"Parametric","",-1000,-300,"mV",-441.959,-441.959,-441.959,0,***,***,***,1,0,0,0.07169,***
"DIODE_GND","DIODE_GND",4316,"Parametric","",-1000,-300,"mV",-441.614,-441.614,-441.614,0,***,***,***,1,0,0,0.07169,***
"DIODE_GND","DIODE_GND",4416,"Parametric","",-1000,-300,"mV",-441.57,-441.57,-441.57,0,***,***,***,1,0,0,0.07169,***
"DIODE_GND","DIODE_GND",4516,"Parametric","",-1000,-300,"mV",-443.274,-443.274,-443.274,0,***,***,***,1,0,0,0.07169,***
