Test Suite,Test,Test#,Type,Pattern,Lower,Upper,Unit,Min,Max,Mean,Sdev,Cpk,Cpl,Cpu,Device#,Fail#,Alarm#,Time,TS Time
"DIODE_GND","DIODE_GND",3016,"Parametric","",-1000,-300,"mV",-445.453,-445.453,-445.453,0,***,***,***,1,0,0,0.071418,***
"DIODE_GND","DIODE_GND",3116,"Parametric","",-1000,-300,"mV",-445.739,-445.739,-445.739,0,***,***,***,1,0,0,0.071418,***
"DIODE_GND","DIODE_GND",3216,"Parametric","",-1000,-300,"mV",-445.027,-445.027,-445.027,0,***,***,***,1,0,0,0.071418,***
"DIODE_GND","DIODE_GND",3316,"Parametric","",-1000,-300,"mV",-443.602,-443.602,-443.602,0,***,***,***,1,0,0,0.071418,***
"DIODE_GND","DIODE_GND",3416,"Parametric","",-1000,-300,"mV",-444.747,-444.747,-444.747,0,***,***,***,1,0,0,0.071418,***
"DIODE_GND","DIODE_GND",3516,"Parametric","",-1000,-300,"mV",-444.861,-444.861,-444.861,0,***,***,***,1,0,0,0.071418,***
"DIODE_GND","DIODE_GND",3616,"Parametric","",-1000,-300,"mV",-445.332,-445.332,-445.332,0,***,***,***,1,0,0,0.071418,***
"DIODE_GND","DIODE_GND",3716,"Parametric","",-1000,-300,"mV",-445.548,-445.548,-445.548,0,***,***,***,1,0,0,0.071418,***
"DIODE_GND","DIODE_GND",3816,"Parametric","",-1000,-300,"mV",-445.777,-445.777,-445.777,0,***,***,***,1,0,0,0.071418,***
"DIODE_GND","DIODE_GND",3916,"Parametric","",-1000,-300,"mV",-445.389,-445.389,-445.389,0,***,***,***,1,0,0,0.071418,***
"DIODE_GND","DIODE_GND",4016,"Parametric","",-1000,-300,"mV",-444.353,-444.353,-444.353,0,***,***,***,1,0,0,0.071418,***
"DIODE_GND","DIODE_GND",4116,"Parametric","",-1000,-300,"mV",-444.391,-444.391,-444.391,0,***,***,***,1,0,0,0.071418,***
"DIODE_GND","DIODE_GND",4216,"Parametric","",-1000,-300,"mV",-444.76,-444.76,-444.76,0,***,***,***,1,0,0,0.071418,***
"DIODE_GND","DIODE_GND",4316,"Parametric","",-1000,-300,"mV",-445.624,-445.624,-445.624,0,***,***,***,1,0,0,0.071418,***
"DIODE_GND","DIODE_GND",4416,"Parametric","",-1000,-300,"mV",-445.51,-445.51,-445.51,0,***,***,***,1,0,0,0.071418,***
"DIODE_GND","DIODE_GND",4516,"Parametric","",-1000,-300,"mV",-446.579,-446.579,-446.579,0,***,***,***,1,0,0,0.071418,***
"DIODE_GND","DIODE_GND",4616,"Parametric","",-1000,-300,"mV",-447.221,-447.221,-447.221,0,***,***,***,1,0,0,0.071418,***
"DIODE_GND","DIODE_GND",4716,"Parametric","",-1000,-300,"mV",-445.427,-445.427,-445.427,0,***,***,***,1,0,0,0.071418,***
"DIODE_GND","DIODE_GND",4816,"Parametric","",-1000,-300,"mV",-445.377,-445.377,-445.377,0,***,***,***,1,0,0,0.071418,***
"DIODE_GND","DIODE_GND",4916,"Parametric","",-1000,-300,"mV",-446.865,-446.865,-446.865,0,***,***,***,1,0,0,0.071418,***
"DIODE_GND","DIODE_GND",5016,"Parametric","",-1000,-300,"mV",-448.143,-448.143,-448.143,0,***,***,***,1,0,0,0.071418,***
"DIODE_GND","DIODE_GND",5116,"Parametric","",-1000,-300,"mV",-447.857,-447.857,-447.857,0,***,***,***,1,0,0,0.071418,***
